timestamp,pos_estimate,vel_estimate,torque_target,torque_estimate,iq_setpoint,iq_measured,active_errors,axis_state,procedure_result,trajectory_done_flag
68248763,5.38751482963562e-05,0.008476348593831062,0.10582508891820908,0.0,-1.210027813911438,0.0,134218241,1,0,True
73322527,6.73532485961914e-05,-0.005670442245900631,0.11118811368942261,0.0,-1.2945160865783691,0.0,134218241,1,0,True
80265278,-1.5564262866973877e-05,-0.006877437233924866,0.11895164847373962,0.0,-1.2614845037460327,0.0,134218241,1,0,True
83682126,1.7337501049041748e-05,-0.011318911798298359,0.115916408598423,0.0,-1.2891430854797363,0.0,134218241,1,0,True
88354649,6.977468729019165e-05,0.011865433305501938,0.11845792829990387,0.0,-1.1900469064712524,0.0,134218241,1,0,True
95047262,7.62939453125e-05,0.021991701796650887,0.10935208946466446,0.0,-1.1362327337265015,0.0,134218241,1,0,True
98407862,0.00010780245065689087,0.02798289991915226,0.1044071689248085,0.0,-1.109633207321167,0.0,134218241,1,0,True
102336107,2.3789703845977783e-05,-0.010531946085393429,0.10196296870708466,0.0,-1.2881020307540894,0.0,134218241,1,0,True
108925593,4.061311483383179e-05,-0.002929561072960496,0.11836227029561996,0.0,-1.264543890953064,0.0,134218241,1,0,True
114426278,4.542618989944458e-05,0.0006904916372150183,0.11619753390550613,0.0,-1.2630093097686768,0.0,134218241,1,0,True
118403723,3.4831464290618896e-05,-0.0015716894995421171,0.11605652421712875,0.0,-1.2618082761764526,0.0,134218241,1,0,True
123336255,5.4799020290374756e-05,0.0036250916309654713,0.11594616621732712,0.0,-1.238759160041809,0.0,134218241,1,0,True
128984890,4.811584949493408e-05,-0.00042709248373284936,0.11382820457220078,0.0,-1.2677278518676758,0.0,134218241,1,0,True
134351619,8.141249418258667e-05,0.0031668804585933685,0.11649010330438614,0.0,-1.255756139755249,0.0,134218241,1,0,True
138623758,5.755573511123657e-05,0.014890367165207863,0.11539003998041153,0.0,-1.1594518423080444,0.0,134218241,1,0,True
143295696,0.00010097771883010864,0.038045842200517654,0.1065407395362854,0.0,-1.0436413288116455,0.0,134218241,1,0,True
148202065,3.334134817123413e-05,-0.008487692102789879,0.09589903801679611,0.0,-1.2944278717041016,0.0,134218241,1,0,True
153565602,-6.16908073425293e-06,0.002003655070438981,0.11894353479146957,0.0,-1.2237294912338257,0.0,134218241,1,0,True
158395532,3.939121961593628e-05,0.016235196962952614,0.11244714260101318,0.0,-1.1770744323730469,0.0,134218241,1,0,True
163247982,8.05780291557312e-05,0.006643505766987801,0.10816006362438202,0.0,-1.2493549585342407,0.0,134218241,1,0,True
169062200,0.00010972470045089722,0.026327939704060555,0.11480183899402618,0.0,-1.1395312547683716,0.0,134218241,1,0,True
173327683,9.164214134216309e-07,-0.0017132549546658993,0.10471026599407196,0.0,-1.249812126159668,0.0,134218241,1,0,True
179406456,4.464387893676758e-05,-0.01296084001660347,0.11484385281801224,0.0,-1.3062593936920166,0.0,134218241,1,0,True
182991377,4.808604717254639e-05,-0.0009486406343057752,0.1200307235121727,0.0,-1.2540050745010376,0.0,134218241,1,0,True
189188925,3.954768180847168e-05,0.006457233335822821,0.11522913724184036,0.0,-1.2108529806137085,0.0,134218241,1,0,True
193361145,1.3269484043121338e-05,-0.018994880840182304,0.1112639382481575,0.0,-1.3002076148986816,0.0,134218241,1,0,True
198562400,4.427134990692139e-05,0.00034403163590468466,0.11959423124790192,0.0,-1.2594387531280518,0.0,134218241,1,0,True
203396290,4.8898160457611084e-05,0.012109429575502872,0.11572843044996262,0.0,-1.1939753293991089,0.0,134218241,1,0,True
208658098,5.2481889724731445e-05,0.010989980772137642,0.10971307009458542,0.0,-1.194777488708496,0.0,134218241,1,0,True
216633772,-2.1532177925109863e-06,-0.02640913985669613,0.10978677868843079,0.0,-1.3140395879745483,0.0,134218241,1,0,True
218535765,3.0666589736938477e-05,0.0012334469938650727,0.12086650729179382,0.0,-1.238500952720642,0.0,134218241,1,0,True
222841043,2.3424625396728516e-05,0.004697036929428577,0.11380448192358017,0.0,-1.219138264656067,0.0,134218241,1,0,True
228697470,3.032386302947998e-05,0.004949425812810659,0.11202526092529297,0.0,-1.2266992330551147,0.0,134218241,1,0,True
234190917,1.0520219802856445e-05,0.0010443925857543945,0.11272003501653671,0.0,-1.222029209136963,0.0,134218241,1,0,True
238395534,4.544854164123535e-05,0.005852809641510248,0.11229090392589569,0.0,-1.214689016342163,0.0,134218241,1,0,True
243363637,6.794929504394531e-05,0.0016069095581769943,0.11161642521619797,0.0,-1.2514770030975342,0.0,134218241,1,0,True
248734250,4.41819429397583e-05,0.0063780732452869415,0.11499682813882828,0.0,-1.211700439453125,0.0,134218241,1,0,True
253382988,5.485117435455322e-05,0.016508998349308968,0.11134181171655655,0.0,-1.1586190462112427,0.0,134218241,1,0,True
258820435,3.152340650558472e-05,-0.010105406865477562,0.1064642146229744,0.0,-1.3081539869308472,0.0,134218241,1,0,True
262495908,4.019588232040405e-05,0.00123437715228647,0.12020482122898102,0.0,-1.2624614238739014,0.0,134218241,1,0,True
270331217,7.703155279159546e-05,0.005217641592025757,0.11600617319345474,0.0,-1.2310476303100586,0.0,134218241,1,0,True
273200458,6.660819053649902e-05,0.007272137328982353,0.11323282867670059,0.0,-1.2244422435760498,0.0,134218241,1,0,True
278388951,5.4813921451568604e-05,0.00989380944520235,0.11251264065504074,0.0,-1.203841209411621,0.0,134218241,1,0,True
283648695,3.080815076828003e-05,-0.005448800045996904,0.11061963438987732,0.0,-1.2880719900131226,0.0,134218241,1,0,True
288993352,2.2433698177337646e-05,-0.008971060626208782,0.1183595061302185,0.0,-1.2967147827148438,0.0,134218241,1,0,True
294351144,1.8656253814697266e-05,-0.016288461163640022,0.11915367841720581,0.0,-1.286375641822815,0.0,134218241,1,0,True
299352159,2.3521482944488525e-05,-0.013189950957894325,0.11832195520401001,0.0,-1.3155709505081177,0.0,134218241,1,0,True
303240573,6.707757711410522e-05,0.0015743072144687176,0.12088635563850403,0.0,-1.2490273714065552,0.0,134218241,1,0,True
308823403,4.291534423828125e-06,-0.025212394073605537,0.11477173864841461,0.0,-1.3278716802597046,0.0,134218241,1,0,True
313666110,4.616379737854004e-05,-0.01013521384447813,0.12213879078626633,0.0,-1.3060685396194458,0.0,134218241,1,0,True
323036101,5.9820711612701416e-05,-0.01003835629671812,0.12001318484544754,0.0,-1.286375641822815,0.0,134218241,1,0,True
323106536,2.730637788772583e-05,-0.0018045336473733187,0.11832195520401001,0.0,-1.248115062713623,0.0,134218241,1,0,True
328757589,7.1011483669281e-05,0.018726473674178123,0.11468790471553802,0.0,-1.1371053457260132,0.0,134218241,1,0,True
333566404,9.558349847793579e-05,0.0340048223733902,0.104487344622612,0.0,-1.0761924982070923,0.0,134218241,1,0,True
340634898,2.6687979698181152e-05,-0.016864018514752388,0.09889013320207596,0.0,-1.3002076148986816,0.0,134218241,1,0,True
343033075,6.920844316482544e-05,0.005115197971463203,0.11959423124790192,0.0,-1.2298704385757446,0.0,134218241,1,0,True
348525583,3.910064697265625e-05,-0.006763821467757225,0.1130114272236824,0.0,-1.2770880460739136,0.0,134218241,1,0,True
354615718,0.00010913610458374023,0.027317000553011894,0.11735020577907562,0.0,-1.107172966003418,0.0,134218241,1,0,True
358501562,4.497915506362915e-05,0.0075524719431996346,0.1017368957400322,0.0,-1.1861073970794678,0.0,134218241,1,0,True
363380157,3.684312105178833e-05,-0.005890237167477608,0.10899009555578232,0.0,-1.2711306810379028,0.0,134218241,1,0,True
367451371,-2.9206275939941406e-06,0.005227893125265837,0.11680278182029724,0.0,-1.1966544389724731,0.0,134218241,1,0,True
373425197,5.0790607929229736e-05,-0.011828347109258175,0.10995924472808838,0.0,-1.2448796033859253,0.0,134218241,1,0,True
379062350,1.0974705219268799e-05,-0.0035023237578570843,0.1145051047205925,0.0,-1.2430007457733154,0.0,134218241,1,0,True
384897121,-2.06679105758667e-05,-0.021651938557624817,0.11421795934438705,0.0,-1.3257029056549072,0.0,134218241,1,0,True
391710306,3.311038017272949e-05,0.006339894142001867,0.12181736528873444,0.0,-1.205855131149292,0.0,134218241,1,0,True
394407589,4.925578832626343e-05,-0.011678403243422508,0.11080469191074371,0.0,-1.286375641822815,0.0,134218241,1,0,True
398403876,3.357231616973877e-05,0.005282844416797161,0.11832195520401001,0.0,-1.2136847972869873,0.0,134218241,1,0,True
404136263,6.522983312606812e-05,0.02022777870297432,0.11152414977550507,0.0,-1.1507967710494995,0.0,134218241,1,0,True
408536564,5.988776683807373e-05,0.0054635219275951385,0.10574544221162796,0.0,-1.227931022644043,0.0,134218241,1,0,True
413213339,-1.7508864402770996e-06,-0.011267687194049358,0.11283321678638458,0.0,-1.2862935066223145,0.0,134218241,1,0,True
418399834,8.791685104370117e-06,-0.015199730172753334,0.11819607764482498,0.0,-1.3002076148986816,0.0,134218241,1,0,True
423219036,-5.879998207092285e-05,-0.03143734112381935,0.11959423124790192,0.0,-1.286375641822815,0.0,134218241,1,0,True
428882668,8.454173803329468e-05,0.0046793497167527676,0.11832195520401001,0.0,-1.2145895957946777,0.0,134218241,1,0,True
436834700,5.393475294113159e-05,0.014974189922213554,0.11160729080438614,0.0,-1.1464910507202148,0.0,134218241,1,0,True
442391514,6.082653999328613e-05,0.017531605437397957,0.10534978657960892,0.0,-1.1233584880828857,0.0,134218241,1,0,True
443146894,1.0497868061065674e-05,-0.023725051432847977,0.10322416573762894,0.0,-1.3002076148986816,0.0,134218241,1,0,True
448670807,3.0778348445892334e-05,-0.020348073914647102,0.11959423124790192,0.0,-1.3278716802597046,0.0,134218241,1,0,True
453258668,-9.231269359588623e-06,-0.012864895164966583,0.12213879078626633,0.0,-1.27910578250885,0.0,134218241,1,0,True
458403778,6.551295518875122e-05,0.007698707282543182,0.11753560602664948,0.0,-1.2044296264648438,0.0,134218241,1,0,True
463368079,7.462501525878906e-05,0.011583253741264343,0.1106736958026886,0.0,-1.192121982574463,0.0,134218241,1,0,True
468682985,5.3182244300842285e-05,0.005703814793378115,0.10954276472330093,0.0,-1.2274624109268188,0.0,134218241,1,0,True
473312109,-6.206333637237549e-06,-0.014182716608047485,0.11279015988111496,0.0,-1.3006247282028198,0.0,134218241,1,0,True
478404720,8.419156074523926e-07,-0.025665922090411186,0.11951296031475067,0.0,-1.2725436687469482,0.0,134218241,1,0,True
483379387,6.918609142303467e-05,0.01615232601761818,0.1170496717095375,0.0,-1.1646617650985718,0.0,134218241,1,0,True
488631691,7.659196853637695e-05,0.01534300483763218,0.10701947659254074,0.0,-1.164366602897644,0.0,134218241,1,0,True
493624415,9.535253047943115e-05,0.02013559080660343,0.10699234902858734,0.0,-1.1385585069656372,0.0,134218241,1,0,True
498416859,4.2945146560668945e-05,-0.016022078692913055,0.10462088137865067,0.0,-1.286375641822815,0.0,134218241,1,0,True
504897646,1.3135373592376709e-05,0.00016989598225336522,0.11832195520401001,0.0,-1.217842936515808,0.0,134218241,1,0,True
508676462,0.00010748952627182007,0.035053517669439316,0.11190623790025711,0.0,-1.0570026636123657,0.0,134218241,1,0,True
512500961,4.488229751586914e-05,0.004743625875562429,0.097126804292202,0.0,-1.215798258781433,0.0,134218241,1,0,True
519484972,9.418278932571411e-05,0.0032292974647134542,0.11171834915876389,0.0,-1.241963267326355,0.0,134218241,1,0,True
524522908,2.7745962142944336e-05,0.004631866700947285,0.11412262171506882,0.0,-1.2066771984100342,0.0,134218241,1,0,True
527850298,8.492916822433472e-05,0.028192466124892235,0.11088022589683533,0.0,-1.1113169193267822,0.0,134218241,1,0,True
533655568,6.820261478424072e-05,0.009658215567469597,0.10211768001317978,0.0,-1.1978347301483154,0.0,134218241,1,0,True
538188865,4.544854164123535e-06,-0.01987309195101261,0.1100677028298378,0.0,-1.3458565473556519,0.0,134218241,1,0,True
543749986,3.7476420402526855e-05,-0.005742133595049381,0.12366925925016403,0.0,-1.2852847576141357,0.0,134218241,1,0,True
548480869,2.345442771911621e-05,0.01239816565066576,0.11810339242219925,0.0,-1.1643224954605103,0.0,134218241,1,0,True
553296228,5.507469177246094e-05,0.0032767946831882,0.10698830336332321,0.0,-1.2279549837112427,0.0,134218241,1,0,True
561261603,7.847696542739868e-05,0.01587200164794922,0.11283541470766068,0.0,-1.1725637912750244,0.0,134218241,1,0,True
571006910,0.00010203570127487183,0.017214037477970123,0.10774558037519455,0.0,-1.1820473670959473,0.0,134218241,1,0,True
574169075,6.359070539474487e-05,-0.01018454134464264,0.10861701518297195,0.0,-1.286375641822815,0.0,134218241,1,0,True
576303275,7.192045450210571e-05,0.008479163981974125,0.11832195520401001,0.0,-1.2110049724578857,0.0,134218241,1,0,True
579336407,-1.909583806991577e-05,-0.015363626182079315,0.11127790063619614,0.0,-1.3111896514892578,0.0,134218241,1,0,True
583362158,3.724545240402222e-05,0.0023743463680148125,0.12048376351594925,0.0,-1.234507441520691,0.0,134218241,1,0,True
589607731,7.583200931549072e-05,0.023983824998140335,0.11343751847743988,0.0,-1.1244267225265503,0.0,134218241,1,0,True
593068162,8.004158735275269e-05,0.00687170447781682,0.10332232713699341,0.0,-1.2204358577728271,0.0,134218241,1,0,True
598546023,3.438442945480347e-05,-0.013165704905986786,0.11214450001716614,0.0,-1.3070448637008667,0.0,134218241,1,0,True
603085873,7.306039333343506e-05,0.011534832417964935,0.1201028972864151,0.0,-1.174184799194336,0.0,134218241,1,0,True
608964903,0.0001206323504447937,0.022866234183311462,0.10789453983306885,0.0,-1.1416031122207642,0.0,134218241,1,0,True
613189774,5.491077899932861e-05,0.007249814458191395,0.10490064322948456,0.0,-1.19211745262146,0.0,134218241,1,0,True
618532461,5.368143320083618e-05,0.018428480252623558,0.1095423474907875,0.0,-1.135435938835144,0.0,134218241,1,0,True
626137678,6.173551082611084e-05,0.017854785546660423,0.10433395206928253,0.0,-1.1419035196304321,0.0,134218241,1,0,True
628829515,5.089491605758667e-05,0.01319724228233099,0.10492824763059616,0.0,-1.1630228757858276,0.0,134218241,1,0,True
633137641,5.868077278137207e-05,0.0035804053768515587,0.10686888545751572,0.0,-1.2223153114318848,0.0,134218241,1,0,True
638115683,6.571412086486816e-05,0.003459334373474121,0.11231719702482224,0.0,-1.2392752170562744,0.0,134218241,1,0,True
643283960,9.277462959289551e-05,0.02590886689722538,0.1138756275177002,0.0,-1.1120305061340332,0.0,134218241,1,0,True
648490439,3.523379564285278e-05,-0.007117695640772581,0.10218324512243271,0.0,-1.2869627475738525,0.0,134218241,1,0,True
653189876,-3.1068921089172363e-06,-0.013887478969991207,0.11825757473707199,0.0,-1.3002076148986816,0.0,134218241,1,0,True
658547198,8.976459503173828e-05,0.027090715244412422,0.11959423124790192,0.0,-1.1159460544586182,0.0,134218241,1,0,True
663317907,-2.3096799850463867e-05,-0.01854967698454857,0.10254304856061935,0.0,-1.310156226158142,0.0,134218241,1,0,True
668417097,9.275972843170166e-05,0.032416023313999176,0.12038879841566086,0.0,-1.0807387828826904,0.0,134218241,1,0,True
673279831,-1.6197562217712402e-05,-0.013932177796959877,0.09930788725614548,0.0,-1.299286127090454,0.0,134218241,1,0,True
678795916,9.944289922714233e-05,0.016230568289756775,0.11938995867967606,0.0,-1.1631416082382202,0.0,134218241,1,0,True
683061143,5.16548752784729e-05,0.0023594486992806196,0.10687978565692902,0.0,-1.2221899032592773,0.0,134218241,1,0,True
688515080,-2.7179718017578125e-05,-0.021800924092531204,0.1123056709766388,0.0,-1.3140395879745483,0.0,134218241,1,0,True
694416678,5.170702934265137e-06,-0.021671466529369354,0.12086650729179382,0.0,-1.3278716802597046,0.0,134218241,1,0,True
698314972,3.191828727722168e-05,-0.0003432462690398097,0.12213879078626633,0.0,-1.229630947113037,0.0,134218241,1,0,True
703400405,4.731118679046631e-05,-0.01623440347611904,0.11298941820859909,0.0,-1.3140395879745483,0.0,134218241,1,0,True
709263635,6.714463233947754e-05,0.010415390133857727,0.12086650729179382,0.0,-1.1870028972625732,0.0,134218241,1,0,True
712956945,5.624443292617798e-05,0.005532463546842337,0.10907237976789474,0.0,-1.2012653350830078,0.0,134218241,1,0,True
718738858,-2.8014183044433594e-06,-0.03240124136209488,0.11038293689489365,0.0,-1.2725436687469482,0.0,134218241,1,0,True
723225233,5.4232776165008545e-05,-0.0004065826069563627,0.1170496717095375,0.0,-1.247485876083374,0.0,134218241,1,0,True
728523200,2.5227665901184082e-05,0.005986944772303104,0.1146300882101059,0.0,-1.210543155670166,0.0,134218241,1,0,True
733486759,6.399303674697876e-05,0.016357222571969032,0.11123546212911606,0.0,-1.1794556379318237,0.0,134218241,1,0,True
738430503,-1.2427568435668945e-05,-0.010869061574339867,0.10837887227535248,0.0,-1.298673391342163,0.0,134218241,1,0,True
746221823,5.8457255363464355e-05,0.001457924721762538,0.1193336546421051,0.0,-1.2448796033859253,0.0,134218241,1,0,True
749531795,3.79905104637146e-05,-0.0036000902764499187,0.1145051047205925,0.0,-1.274062156677246,0.0,134218241,1,0,True
752778727,4.678219556808472e-05,0.010185347869992256,0.11707215756177902,0.0,-1.191794753074646,0.0,134218241,1,0,True
759036348,-1.0930001735687256e-05,-0.03358495235443115,0.10951270163059235,0.0,-1.3140395879745483,0.0,134218241,1,0,True
764967834,4.618614912033081e-05,0.014108077622950077,0.12086650729179382,0.0,-1.1630040407180786,0.0,134218241,1,0,True
768613691,0.00012183189392089844,0.012395378202199936,0.10686714947223663,0.0,-1.1955238580703735,0.0,134218241,1,0,True
773243497,4.493445158004761e-05,-0.0027479263953864574,0.10985536128282547,0.0,-1.2502739429473877,0.0,134218241,1,0,True
778376899,3.471970558166504e-05,0.010650081560015678,0.11488628387451172,0.0,-1.1794250011444092,0.0,134218241,1,0,True
783202910,1.2546777725219727e-05,-0.016424397006630898,0.10837604850530624,0.0,-1.3140395879745483,0.0,134218241,1,0,True
788482563,5.371123552322388e-05,-0.0035870452411472797,0.12078027427196503,0.0,-1.2714879512786865,0.0,134218241,1,0,True
794604362,1.5437602996826172e-05,-0.015574098564684391,0.11683561652898788,0.0,-1.3140395879745483,0.0,134218241,1,0,True
798624758,1.8805265426635742e-05,-0.01909356750547886,0.12086650729179382,0.0,-1.3140395879745483,0.0,134218241,1,0,True
803280605,6.861984729766846e-05,0.002468414604663849,0.12086650729179382,0.0,-1.234249472618103,0.0,134218241,1,0,True
808650929,2.4862587451934814e-05,-0.025700367987155914,0.11341381072998047,0.0,-1.3278716802597046,0.0,134218241,1,0,True
814207003,6.705522537231445e-06,-0.007957741618156433,0.12213879078626633,0.0,-1.2705929279327393,0.0,134218241,1,0,True
818383085,5.807727575302124e-05,-0.0002873677003663033,0.11675336956977844,0.0,-1.2589926719665527,0.0,134218241,1,0,True
823124985,7.251650094985962e-05,0.018212424591183662,0.11568743735551834,0.0,-1.1507511138916016,0.0,134218241,1,0,True
828431622,3.68654727935791e-05,-0.009229926392436028,0.10574124753475189,0.0,-1.286375641822815,0.0,134218241,1,0,True
833013271,5.5186450481414795e-05,0.01731276884675026,0.11832195520401001,0.0,-1.1615740060806274,0.0,134218241,1,0,True
838690004,0.0001382678747177124,0.03180880472064018,0.10673575103282928,0.0,-1.1054002046585083,0.0,134218241,1,0,True
844614652,5.8770179748535156e-05,0.016967246308922768,0.10157399624586105,0.0,-1.1481437683105469,0.0,134218241,1,0,True
850892053,5.336105823516846e-05,-0.0032303468324244022,0.10550165921449661,0.0,-1.2697665691375732,0.0,134218241,1,0,True
853108719,-1.5184283256530762e-05,-0.02658512443304062,0.11667744070291519,0.0,-1.3417037725448608,0.0,134218241,1,0,True
858849149,5.37186861038208e-06,-0.01599971204996109,0.12341107428073883,0.0,-1.3085081577301025,0.0,134218241,1,0,True
863063332,5.537271499633789e-05,0.015274100936949253,0.12023736536502838,0.0,-1.1725869178771973,0.0,134218241,1,0,True
868382520,7.918477058410645e-05,0.022026192396879196,0.10774771124124527,0.0,-1.155765175819397,0.0,134218241,1,0,True
874418383,2.2701919078826904e-05,-0.0034641081001609564,0.10620197653770447,0.0,-1.2691869735717773,0.0,134218241,1,0,True
878113654,7.368624210357666e-06,-0.009819453582167625,0.11662417650222778,0.0,-1.2892329692840576,0.0,134218241,1,0,True
883086629,2.888590097427368e-05,-0.0066911401227116585,0.11846618354320526,0.0,-1.2799283266067505,0.0,134218241,1,0,True
888533933,4.491955041885376e-05,0.007132482249289751,0.11761119216680527,0.0,-1.1985447406768799,0.0,134218241,1,0,True
892993362,6.34118914604187e-05,0.004911276511847973,0.11013294011354446,0.0,-1.2258673906326294,0.0,134218241,1,0,True
898394972,2.763420343399048e-05,0.0006132203852757812,0.11264359205961227,0.0,-1.2544920444488525,0.0,134218241,1,0,True
903427879,7.136911153793335e-05,0.009214917197823524,0.11527387797832489,0.0,-1.2308331727981567,0.0,134218241,1,0,True
908408538,-6.509572267532349e-05,-0.049103572964668274,0.11309989541769028,0.0,-1.3693677186965942,0.0,134218241,1,0,True
914791387,1.9378960132598877e-05,0.010828897356987,0.12595562636852264,0.0,-1.1832427978515625,0.0,134218241,1,0,True
918382705,5.847960710525513e-05,0.007755531929433346,0.108726866543293,0.0,-1.2206016778945923,0.0,134218241,1,0,True
923396552,3.682821989059448e-05,-0.00334769650362432,0.11215973645448685,0.0,-1.2802180051803589,0.0,134218241,1,0,True
928376026,0.00011669844388961792,0.02495054341852665,0.11763780564069748,0.0,-1.1569212675094604,0.0,134218241,1,0,True
934523879,9.109824895858765e-05,0.010057763196527958,0.106308214366436,0.0,-1.2164109945297241,0.0,134218241,1,0,True
937620221,8.437037467956543e-05,0.02019428089261055,0.11177466064691544,0.0,-1.1520562171936035,0.0,134218241,1,0,True
943550331,5.237758159637451e-05,0.006587655749171972,0.10586117208003998,0.0,-1.2080669403076172,0.0,134218241,1,0,True
948495858,6.461143493652344e-05,0.010050314478576183,0.1110079288482666,0.0,-1.1910127401351929,0.0,134218241,1,0,True
953397737,1.0952353477478027e-05,-0.005906966980546713,0.10944084078073502,0.0,-1.262947916984558,0.0,134218241,1,0,True
957042992,2.1152198314666748e-05,-0.007994059473276138,0.11605088412761688,0.0,-1.2894898653030396,0.0,134218241,1,0,True
963283188,4.468858242034912e-05,-0.0041365232318639755,0.11848978698253632,0.0,-1.2826645374298096,0.0,134218241,1,0,True
968942664,4.798918962478638e-05,0.012930894270539284,0.11786261945962906,0.0,-1.1878926753997803,0.0,134218241,1,0,True
973201994,6.315857172012329e-05,0.02911355532705784,0.10915414243936539,0.0,-1.0882169008255005,0.0,134218241,1,0,True
978566397,7.195025682449341e-05,0.008516425266861916,0.09999504685401917,0.0,-1.214673638343811,0.0,134218241,1,0,True
983243887,6.334483623504639e-05,-0.0010193862253800035,0.11161500960588455,0.0,-1.269858717918396,0.0,134218241,1,0,True
988891128,7.537007331848145e-05,0.006936904042959213,0.1166859120130539,0.0,-1.2268660068511963,0.0,134218241,1,0,True
993143146,4.1618943214416504e-05,0.0009559517493471503,0.11273535341024399,0.0,-1.2408496141433716,0.0,134218241,1,0,True
999438962,2.9414892196655273e-05,-0.000987719395197928,0.11402028799057007,0.0,-1.2706109285354614,0.0,134218241,1,0,True
1004965378,7.398426532745361e-05,0.004972746595740318,0.11675502359867096,0.0,-1.2566380500793457,0.0,134218241,1,0,True
1008431722,2.279132604598999e-05,-0.015554536134004593,0.11547107249498367,0.0,-1.189551591873169,0.0,134218241,1,0,True
1012973563,3.721565008163452e-05,0.006078226491808891,0.10941599309444427,0.0,-1.202193260192871,0.0,134218241,1,0,True
1042377996,5.338340997695923e-05,0.013785852119326591,0.11046820878982544,0.0,-1.1879042387008667,0.0,134218241,1,0,True
1043447476,7.522106170654297e-05,-0.009512112475931644,0.10915520042181015,0.0,-1.3197715282440186,0.0,134218241,1,0,True
1043490342,-1.564621925354004e-06,-0.01941486820578575,0.12127234041690826,0.0,-1.3002076148986816,0.0,134218241,1,0,True
1043500997,5.7406723499298096e-05,-0.0016843480989336967,0.11959423124790192,0.0,-1.2576435804367065,0.0,134218241,1,0,True
1043511715,4.161149263381958e-05,-0.0019907522946596146,0.11556347459554672,0.0,-1.2546321153640747,0.0,134218241,1,0,True
1044448778,3.2767653465270996e-05,-0.008848080411553383,0.11528675258159637,0.0,-1.2937923669815063,0.0,134218241,1,0,True
1048387961,3.6582350730895996e-05,0.006394877098500729,0.11888514459133148,0.0,-1.2030096054077148,0.0,134218241,1,0,True
1053195860,8.085370063781738e-05,0.01472742110490799,0.11054321378469467,0.0,-1.171978235244751,0.0,134218241,1,0,True
1058427164,2.0839273929595947e-05,-0.006620357278734446,0.10769177973270416,0.0,-1.2587116956710815,0.0,134218241,1,0,True
1063025688,3.224611282348633e-05,-0.00856123398989439,0.1157773956656456,0.0,-1.2861534357070923,0.0,134218241,1,0,True
1068764254,3.3527612686157227e-05,-0.014827171340584755,0.1181832104921341,0.0,-1.3140395879745483,0.0,134218241,1,0,True
1073084282,9.238719940185547e-07,-0.013371513225138187,0.12086650729179382,0.0,-1.2725436687469482,0.0,134218241,1,0,True
1078905583,2.46390700340271e-05,0.0004046098329126835,0.1170496717095375,0.0,-1.243491768836975,0.0,134218241,1,0,True
1084190247,2.672523260116577e-05,0.00446983240544796,0.11426308006048203,0.0,-1.2219643592834473,0.0,134218241,1,0,True
1090193466,6.073713302612305e-05,0.010515978559851646,0.11228495091199875,0.0,-1.2119965553283691,0.0,134218241,1,0,True
1093030973,-7.621943950653076e-06,-0.02237088605761528,0.11136902123689651,0.0,-1.3417037725448608,0.0,134218241,1,0,True
1098651951,3.740191459655762e-05,-0.007578687742352486,0.12341107428073883,0.0,-1.3014822006225586,0.0,134218241,1,0,True
1102880452,3.126263618469238e-05,0.00039157152059488,0.11959175020456314,0.0,-1.2485041618347168,0.0,134218241,1,0,True
1108578520,-4.0978193283081055e-06,-0.009694652631878853,0.11472366005182266,0.0,-1.286375641822815,0.0,134218241,1,0,True
