timestamp,goniometer,recording_flag
1746763993.0717995,0.0,0
1746763993.0771065,-68262.0,0
1746763993.0837576,52527.0,0
1746763993.0957623,16114.0,0
1746763993.1034908,12062.0,0
1746763993.1133432,85480.0,0
1746763993.1238904,-154855.0,0
1746763993.1337986,-32375.0,0
1746763993.1446714,98795.0,0
1746763993.155411,-136340.0,0
1746763993.1646743,88228.0,0
1746763993.1734927,-55430.0,0
1746763993.1845603,-96445.0,0
1746763993.1936123,4496.0,0
1746763993.209697,-13723.0,0
1746763993.2139077,90252.0,0
1746763993.2240667,-153585.0,0
1746763993.2352688,80274.0,0
1746763993.2496164,26902.0,0
1746763993.2533784,98127.0,0
1746763993.2637875,-9831.0,0
1746763993.2734404,-152777.0,0
1746763993.2835684,-44009.0,0
1746763993.2929595,-4110.0,0
1746763993.3032432,37487.0,0
1746763993.3135815,74320.0,0
1746763993.3246233,34164.0,0
1746763993.3339748,-124212.0,0
1746763993.3435736,-91284.0,0
1746763993.3539605,71432.0,0
1746763993.3648767,-80757.0,0
1746763993.3737173,-131097.0,0
1746763993.3838782,29635.0,0
1746763993.3942764,75179.0,0
1746763993.4028537,-153602.0,0
1746763993.4133701,-133929.0,0
1746763993.4232562,-99398.0,0
1746763993.4331152,-59199.0,0
1746763993.4437175,-19640.0,0
1746763993.4534614,22133.0,0
1746763993.463194,80231.0,0
1746763993.4730475,47722.0,0
1746763993.4835236,11259.0,0
1746763993.495449,-143463.0,0
1746763993.5035725,-67043.0,0
1746763993.5131352,88069.0,0
1746763993.5239224,98564.0,0
1746763993.532898,-140755.0,0
1746763993.5428507,-70859.0,0
1746763993.5531745,85895.0,0
1746763993.5631711,18261.0,0
1746763993.5739121,-18264.0,0
1746763993.5832305,-74587.0,0
1746763993.5934122,83647.0,0
1746763993.6030512,-98776.0,0
1746763993.6141267,-134875.0,0
1746763993.6233392,47246.0,0
1746763993.6334536,-53925.0,0
1746763993.6432714,-38212.0,0
1746763993.6542156,98230.0,0
1746763993.6630812,-120148.0,0
1746763993.6726525,42988.0,0
1746763993.6842525,-50335.0,0
1746763993.6937687,-41920.0,0
1746763993.7031155,28291.0,0
1746763993.7131102,-122984.0,0
1746763993.7226977,39058.0,0
1746763993.733244,-46493.0,0
1746763993.743146,-45976.0,0
1746763993.7540336,96858.0,0
1746763993.7630715,-126278.0,0
1746763993.7741973,35664.0,0
1746763993.7837842,-43281.0,0
1746763993.7957768,-49724.0,0
1746763993.803851,35403.0,0
1746763993.8140702,-123067.0,0
1746763993.8239264,31356.0,0
1746763993.8330767,-38683.0,0
1746763993.843197,-53750.0,0
1746763993.8535728,39167.0,0
1746763993.8630557,-132150.0,0
1746763993.874444,27832.0,0
1746763993.8840053,-34931.0,0
1746763993.8936949,-57174.0,0
1746763993.9059522,42377.0,0
1746763993.9134755,-135094.0,0
1746763993.9229596,97673.0,0
1746763993.933381,-31253.0,0
1746763993.9428535,-60932.0,0
1746763993.9534461,45839.0,0
1746763993.9631617,-137390.0,0
1746763993.97402,20152.0,0
1746763993.9829595,-27975.0,0
1746763993.9928944,-64852.0,0
1746763994.0035713,49373.0,0
1746763994.0131943,-140214.0,0
1746763994.0239127,15730.0,0
1746763994.0327148,-24331.0,0
1746763994.0433702,-68712.0,0
1746763994.0532598,52809.0,0
1746763994.0632489,-142316.0,0
1746763994.0738292,11626.0,0
1746763994.0833032,-139542.0,0
1746763994.0940897,-72502.0,0
1746763994.103494,55609.0,0
1746763994.1134992,-144580.0,0
1746763994.1238117,8266.0,0
1746763994.13297,-136722.0,0
1746763994.1426013,-75738.0,0
1746763994.1534026,59231.0,0
1746763994.1630747,-146316.0,0
1746763994.1740017,4078.0,0
1746763994.1832378,-133904.0,0
