timestamp,position,velocity,tau_fcomp,tau_imp,Goniometer,recording_flag
1746766081.4566605,-0.00146484375,-1.3877787807814457e-17,0.0,0.0,0.0,0
1746766081.467525,-0.00146484375,-1.3877787807814457e-17,0.0,0.0,0.0,0
1746766081.476915,-0.00146484375,-1.3877787807814457e-17,0.0,0.0,0.0,0
1746766081.488177,-0.00146484375,-1.3877787807814457e-17,0.0,0.0,0.0,0
1746766081.4972944,-0.00146484375,-1.3877787807814457e-17,0.0,0.0,0.0,0
1746766081.5067759,-0.00146484375,-1.3877787807814457e-17,0.0,0.0,0.0,0
1746766081.5168307,-0.00146484375,-1.3877787807814457e-17,0.0,0.0,0.0,0
1746766081.526748,-0.00146484375,-1.3877787807814457e-17,0.0,0.0,0.0,0
1746766081.536787,-0.00146484375,-1.3877787807814457e-17,0.0,0.0,0.0,0
1746766081.547693,-0.00146484375,-1.3877787807814457e-17,0.0,0.0,0.0,0
1746766081.5598488,-0.00146484375,-1.3877787807814457e-17,0.0,0.0,0.0,0
1746766081.5677521,-0.00146484375,-1.3877787807814457e-17,0.0,0.0,0.0,0
1746766081.5775785,-0.00146484375,-1.3877787807814457e-17,0.0,0.0,0.0,0
1746766081.586708,-0.00146484375,-1.3877787807814457e-17,0.0,0.0,0.0,0
1746766081.596656,-0.00146484375,-1.3877787807814457e-17,0.0,0.0,0.0,0
1746766081.6067338,-0.00146484375,-1.3877787807814457e-17,0.0,0.0,0.0,0
1746766081.6167545,-0.00146484375,-1.3877787807814457e-17,0.0,0.0,0.0,0
1746766081.6274867,-0.00146484375,-1.3877787807814457e-17,0.0,0.0,0.0,0
1746766081.637,-0.00146484375,-1.3877787807814457e-17,0.0,0.0,0.0,0
