timestamp,goniometer,recording_flag
1746664265.503038,0.0,0
1746664265.5087636,31998.0,0
1746664265.5196967,32692.0,0
1746664265.528836,32226.0,0
1746664265.5391567,32244.0,0
1746664265.5490992,32458.0,0
1746664265.5594382,32256.0,0
1746664265.5695646,32096.0,0
1746664265.5807545,32252.0,0
1746664265.5919557,31901.0,0
1746664265.5988665,32074.0,0
1746664265.6099546,32154.0,0
1746664265.6188622,32242.0,0
1746664265.629358,31938.0,0
1746664265.6388133,32034.0,0
1746664265.648925,32220.0,0
1746664265.659809,31775.0,0
1746664265.6692681,31922.0,0
1746664265.6797981,31764.0,0
1746664265.6894429,31360.0,0
1746664265.6988423,31408.0,0
1746664265.7088578,31556.0,0
1746664265.7216933,31508.0,0
1746664265.729876,31606.0,0
1746664265.7398298,31491.0,0
1746664265.7491033,31323.0,0
1746664265.7591126,31634.0,0
1746664265.768883,31217.0,0
1746664265.7788265,31074.0,0
1746664265.788856,31131.0,0
1746664265.7995355,31317.0,0
1746664265.8087857,30918.0,0
1746664265.8201246,31030.0,0
1746664265.829793,31058.0,0
1746664265.8394964,30726.0,0
1746664265.8497996,31232.0,0
1746664265.859512,31046.0,0
1746664265.8689282,31126.0,0
1746664265.878871,31390.0,0
1746664265.8889933,30840.0,0
1746664265.898789,31086.0,0
1746664265.9095633,30950.0,0
1746664265.9196754,31274.0,0
1746664265.9295743,31159.0,0
1746664265.939582,31151.0,0
1746664265.9499588,30942.0,0
1746664265.9589436,31092.0,0
1746664265.9696467,31028.0,0
1746664265.9789019,31076.0,0
1746664265.9897234,31024.0,0
1746664265.998842,31046.0,0
1746664266.0087461,30872.0,0
1746664266.0199053,31058.0,0
1746664266.0297818,31218.0,0
1746664266.0390189,30940.0,0
1746664266.0494866,31021.0,0
1746664266.059378,31331.0,0
1746664266.0688322,31272.0,0
1746664266.0791984,31202.0,0
1746664266.0893147,30818.0,0
1746664266.0987709,31188.0,0
1746664266.1093068,31132.0,0
1746664266.1214464,31054.0,0
1746664266.1390998,30950.0,0
1746664266.1496673,31180.0,0
1746664266.1592333,31278.0,0
1746664266.1692703,31337.0,0
1746664266.1789563,31132.0,0
1746664266.190419,30896.0,0
1746664266.1998062,31181.0,0
1746664266.2094538,31001.0,0
1746664266.220218,31242.0,0
1746664266.2291539,31114.0,0
1746664266.239269,31552.0,0
1746664266.249536,31196.0,0
1746664266.2587464,31152.0,0
1746664266.2718546,31192.0,0
1746664266.279447,31152.0,0
1746664266.289292,31438.0,0
1746664266.3000445,30892.0,0
1746664266.309689,31118.0,0
1746664266.3194127,31320.0,0
1746664266.329675,31182.0,0
1746664266.3392546,31152.0,0
1746664266.3498201,31364.0,0
1746664266.3588111,31105.0,0
1746664266.3695607,31256.0,0
1746664266.3798308,31149.0,0
1746664266.3892272,30968.0,0
1746664266.3992827,31182.0,0
1746664266.4087956,31348.0,0
1746664266.4195895,31118.0,0
1746664266.4309034,31010.0,0
1746664266.4391396,31208.0,0
1746664266.4491355,31300.0,0
1746664266.4596107,31526.0,0
1746664266.4689775,31276.0,0
1746664266.4787853,31134.0,0
1746664266.4907727,31178.0,0
1746664266.499818,30977.0,0
